0	08688247
1	08968879
2	10551265
3	04530283
4	11807367
5	03922412
6	01354869
7	00261957
8	13813042
9	10174695
10	07970721
11	00027064
12	08950035
13	00027807
14	08334087
15	08876773
16	12790656
17	01735189
18	02316392
19	02237631
20	08682575
21	07869937
22	06263369
23	02071506
24	03701391
25	04878646
26	00849332
27	02595702
28	00716758
29	08366753
30	13903855
31	14038264
32	06574473
33	03108623
34	00946588
35	06620906
36	00270005
37	09452017
38	03635668
39	01315333
40	12449296
41	05267548
42	14910581
43	06634960
44	02739889
45	01350699
46	00340704
47	00136984
48	10172448
49	10284965
50	00701040
51	00294175
52	10745894
53	01807529
54	06160244
55	03158259
56	04305016
57	00535844
58	12945828
59	05010801
60	04491388
61	09952539
62	09153710
63	12391477
64	02589013
65	04826235
66	05546383
67	01951274
68	11736569
69	04357121
70	10423225
71	12765846
72	00174379
73	12820434
74	05761918
75	02464626
76	12696322
77	05921868
78	02433205
79	01432601
80	01016626
81	01085337
82	07212190
83	02190632
84	02983507
85	00354183
86	00372977
87	02916936
88	01733667
89	00495038
90	00826509
91	13720096
92	14744841
93	01008801
94	04143712
95	10683126
96	02744651
97	08056873
98	03884639
99	12092262
100	01802895
101	02517265
102	02183353
103	05651971
104	07377473
105	07614500
106	12801072
107	05923696
108	01751173
109	04900739
110	03759954
111	06078327
112	13188767
113	06436717
114	09153570
115	09482916
116	14403772
117	12763529
118	10590977
119	00233335
120	05412242
121	09173417
122	02715802
123	08163273
124	08228538
125	07025604
126	13724582
127	03042984
128	01708332
129	12183916
130	12530818
131	03459775
132	05576194
133	08020785
134	01221790
135	01410847
136	11327398
137	11846970
138	04062179
139	00190023
140	00854000
141	03334017
142	13484937
143	04904664
144	07090721
145	11833208
146	08653706
147	07489548
148	07131854
149	07525057
150	02249438
151	05006020
152	02558350
153	05532944
154	02415831
155	12164881
156	01460408
157	10522324
158	01618922
159	02649218
160	08907606
161	02040266
162	01543632
163	00286605
164	08811473
165	01752728
166	07136940
167	01261490
168	09926246
169	12729315
170	08899776
171	11515325
172	00449692
173	07244613
174	11659248
175	02924116
176	10608803
177	06562802
178	13467009
179	09365730
180	08573674
181	11986306
182	02562315
183	09048303
184	00458276
185	05393023
186	11390364
187	01629276
188	08855505
189	01708542
190	04888788
191	00591111
192	00784874
193	01577635
194	10000007
195	03223686
196	02008396
197	10777894
198	04689048
199	00041899
200	03892273
201	00892861
202	06223669
203	12099556
204	00782927
205	06647206
206	01450661
207	12269241
208	10323752
209	14844693
210	02926519
211	04502851
212	12715914
213	05788029
214	06229853
215	13880811
216	02583379
217	04495051
218	10454972
219	04016576
220	14338942
221	03614007
222	00971999
223	02949511
224	01252875
225	02715279
226	07598335
227	02454999
228	00594374
229	02408429
230	02786866
231	01046059
232	02604657
233	02444819
234	06687178
235	00220522
236	03569657
237	00147862
238	00128638
239	02381460
240	11311011
241	05019661
242	08308497
243	01119421
244	01640207
245	06078978
246	01860795
247	05230603
248	02751782
249	00534480
250	10026058
251	07971298
252	01448951
253	04962240
254	11760128
255	09068107
256	14961512
257	04453910
258	01471682
259	08207672
260	12163824
261	06638868
262	00021065
263	05623181
264	12501745
265	14443532
266	01205827
267	07644706
268	09618957
269	03037709
270	02356230
271	02747177
272	00830257
273	11873845
274	07186828
275	08912703
276	01972283
277	09843956
278	05410315
279	05495172
280	02051701
281	02559862
282	00639975
283	00865808
284	13881644
285	10317500
286	02457825
287	01407465
288	00512043
289	07734017
290	00208797
291	04680027
292	13367070
293	07442288
294	02190648
295	02252634
296	04994824
297	12538380
298	02037090
299	13282161
300	10575594
301	05769930
302	00980779
303	10665698
304	04201297
305	13238988
306	06077648
307	10294953
308	08916111
309	10745770
310	10576071
311	00235435
312	02912065
313	08434259
314	12585629
315	04603872
316	00479887
317	06977434
318	01801371
319	00238867
320	11677743
321	05976257
322	01205459
323	00356790
324	11064834
325	03533486
326	00259894
327	04540761
328	03001627
329	00620752
330	14857151
331	00590047
332	05637558
333	13397174
334	08058098
335	02640857
336	07040939
337	01235137
338	02181402
339	02354470
340	10328782
341	00974367
342	09014850
343	00577330
344	01240432
345	09679316
346	03566329
347	01243089
348	01042531
349	13773539
350	14662281
351	12505253
352	10200047
353	02756098
354	01030022
355	00207434
356	07758680
357	02706373
358	03975035
359	03779370
360	01110661
361	01735062
362	04039381
363	00178832
364	01544067
365	00303495
366	06143546
367	02416410
368	01616901
369	12166929
370	01078086
371	01795088
372	03018802
373	00522751
374	14465048
375	11879054
376	10122128
377	01037819
378	00196084
379	03119203
380	02573249
381	00799236
382	12528549
383	09228144
384	07333649
385	00896803
386	07537259
387	01219993
388	08567235
389	06727616
390	05710573
391	00412271
392	01660719
393	00360757
394	05717747
395	11996092
396	05456732
397	12516584
398	02671880
399	07764486
400	12721864
401	00623670
402	14775729
403	02585360
404	13197800
405	05934780
406	09064264
407	08994339
408	01197258
409	01254013
410	09848285
411	03765561
412	10554243
413	02732401
414	02423465
415	04006727
416	07979425
417	01670172
418	13513540
419	04554684
420	09788073
421	12474828
422	01635176
423	00066977
424	05806855
425	00651935
426	02662081
427	12084746
428	09281411
429	06516242
430	01125724
431	00402951
432	01428580
433	02053279
434	09614315
435	10152083
436	11742878
437	03007130
438	02449340
439	06376154
440	04287153
441	03780896
442	12429352
443	00554850
444	02641463
445	13859043
446	00939452
447	04837232
448	06947032
449	01985029
450	00498299
451	07828041
452	11881742
453	07230227
454	02098325
455	10162194
456	09702134
457	02303448
458	10084295
459	07599998
460	00763399
461	13989863
462	09166534
463	15124713
464	02482650
465	05432736
466	15226046
467	01824532
468	08964810
469	12585967
470	01155090
471	07582277
472	04049405
473	04179385
474	05542893
475	00201407
476	08050678
477	01129977
478	02385153
479	00768353
480	09941383
481	01589718
482	01735898
483	09535622
484	04461148
485	00225593
486	09824135
487	01487927
488	13908201
489	13418219
490	05732756
491	12282933
492	05305614
493	00284930
494	12216836
495	10525436
496	02418872
497	10626194
498	00716055
499	06746580
500	13946760
501	08414608
502	08175233
503	09544746
504	06390805
505	02034661
506	04648059
507	08679369
508	09099264
509	12199030
510	06200178
511	07821260
512	14598937
513	14434866
514	03512911
515	07001065
516	10645392
517	00033599
518	04606574
519	02355596
520	00512487
521	14155506
522	07905979
523	01182024
524	05331404
525	00308370
526	12750577
527	12426248
528	07537973
529	00213544
530	00605498
531	03931044
532	07234881
533	03610270
534	01064148
535	12334686
536	04033425
537	12036368
538	15098161
539	01793933
540	15206296
541	00286957
542	02249995
543	01975237
544	05593654
545	10765098
546	06150933
547	01299735
548	09477037
549	02907082
550	02653965
551	09685564
552	07117595
553	02066245
554	08729094
555	13635336
556	09439213
557	04418644
558	05323228
559	13954818
560	01836673
561	00995838
562	03464266
563	01363613
564	07503430
565	02024508
566	10682501
567	05319936
568	03142912
569	06080522
570	11194062
571	06522501
572	00724832
573	01649251
574	02460199
575	00941037
576	01958346
